AMBAinScope,ResourceType,FriendlyName
no,Microsoft.Communication/CheckNameAvailability,null
no,Microsoft.Communication/EmailServices,null
no,Microsoft.Communication/EmailServices/Domains,null
no,Microsoft.Communication/EmailServices/Domains/SenderUsernames,null
no,Microsoft.Communication/EmailServices/Domains/SuppressionLists,null
no,Microsoft.Communication/EmailServices/Domains/SuppressionLists/SuppressionListAddresses,null
no,Microsoft.Community/communityTrainings,null
no,Microsoft.Community/Operations,null
no,Microsoft.Community/Locations,null
no,Microsoft.Community/Locations/OperationStatuses,null
yes,Microsoft.Compute/availabilitySets,Availability set
yes,Microsoft.Compute/virtualMachines,Virtual Machines
yes,Microsoft.Compute/virtualMachines/extensions,Extension
yes,Microsoft.Compute/virtualMachineScaleSets,Virtual Machine Scale Sets
no,Microsoft.Compute/virtualMachineScaleSets/extensions,null
no,Microsoft.Compute/virtualMachineScaleSets/virtualMachines,null
no,Microsoft.Compute/virtualMachineScaleSets/virtualMachines/extensions,null
no,Microsoft.Compute/virtualMachineScaleSets/networkInterfaces,null
no,Microsoft.Compute/virtualMachineScaleSets/virtualMachines/networkInterfaces,null
no,Microsoft.Compute/virtualMachineScaleSets/publicIPAddresses,null
no,Microsoft.Compute/locations,null
no,Microsoft.Compute/locations/operations,null
no,Microsoft.Compute/locations/vmSizes,null
no,Microsoft.Compute/locations/runCommands,null
no,Microsoft.Compute/locations/virtualMachines,null
no,Microsoft.Compute/locations/virtualMachineScaleSets,null
no,Microsoft.Compute/locations/publishers,null
no,Microsoft.Compute/operations,null
no,Microsoft.Compute/virtualMachines/runCommands,null
no,Microsoft.Compute/virtualMachineScaleSets/applications,null
no,Microsoft.Compute/virtualMachines/VMApplications,null
no,Microsoft.Compute/locations/edgeZones,null
no,Microsoft.Compute/locations/edgeZones/vmimages,null
no,Microsoft.Compute/locations/edgeZones/publishers,null
no,Microsoft.Compute/restorePointCollections,null
no,Microsoft.Compute/restorePointCollections/restorePoints,null
yes,Microsoft.Compute/proximityPlacementGroups,Proximity Placement Groups
no,Microsoft.Compute/sshPublicKeys,null
no,Microsoft.Compute/capacityReservationGroups,null
no,Microsoft.Compute/capacityReservationGroups/capacityReservations,null
no,Microsoft.Compute/virtualMachines/metricDefinitions,null
no,Microsoft.Compute/locations/spotEvictionRates,null
no,Microsoft.Compute/locations/spotPriceHistory,null
no,Microsoft.Compute/locations/recommendations,null
no,Microsoft.Compute/locations/sharedGalleries,null
no,Microsoft.Compute/locations/communityGalleries,null
no,Microsoft.Compute/sharedVMImages,null
no,Microsoft.Compute/sharedVMImages/versions,null
no,Microsoft.Compute/locations/artifactPublishers,null
no,Microsoft.Compute/locations/capsoperations,null
yes,Microsoft.Compute/galleries,Compute Gallery
no,Microsoft.Compute/galleries/images,null
no,Microsoft.Compute/galleries/images/versions,null
no,Microsoft.Compute/locations/galleries,null
no,Microsoft.Compute/payloadGroups,null
no,Microsoft.Compute/galleries/applications,null
no,Microsoft.Compute/galleries/applications/versions,null
Yes,Microsoft.Compute/disks,Disks
yes,Microsoft.Compute/snapshots,Managed Disk Snapshot
no,Microsoft.Compute/locations/diskoperations,null
no,Microsoft.Compute/diskEncryptionSets,null
no,Microsoft.Compute/diskAccesses,null
no,Microsoft.Compute/restorePointCollections/restorePoints/diskRestorePoints,null
no,Microsoft.Compute/virtualMachineScaleSets/disks,null
no,Microsoft.Compute/cloudServices,null
no,Microsoft.Compute/cloudServices/roles,null
no,Microsoft.Compute/cloudServices/roleInstances,null
no,Microsoft.Compute/locations/csoperations,null
no,Microsoft.Compute/locations/cloudServiceOsVersions,null
no,Microsoft.Compute/locations/cloudServiceOsFamilies,null
no,Microsoft.Compute/cloudServices/networkInterfaces,null
no,Microsoft.Compute/cloudServices/roleInstances/networkInterfaces,null
no,Microsoft.Compute/cloudServices/publicIPAddresses,null
no,Microsoft.Compute/locations/usages,null
yes,Microsoft.Compute/images,Compute Images
no,Microsoft.Compute/locations/diagnostics,null
no,Microsoft.Compute/locations/diagnosticOperations,null
no,Microsoft.Compute/locations/logAnalytics,null
yes,Microsoft.Compute/hostGroups,Compute Host Groups
no,Microsoft.Compute/hostGroups/hosts,null
no,Microsoft.ComputeSchedule/Locations,null
no,Microsoft.ConfidentialLedger/Locations,null
no,Microsoft.ConfidentialLedger/Ledgers,null
no,Microsoft.ConfidentialLedger/checkNameAvailability,null
no,Microsoft.ConfidentialLedger/Locations/operations,null
no,Microsoft.ConfidentialLedger/Locations/operationstatuses,null
no,Microsoft.ConfidentialLedger/ManagedCCFs,null
no,Microsoft.ConfidentialLedger/operations,null
no,Microsoft.Confluent/operations,null
no,Microsoft.Confluent/locations,null
no,Microsoft.Confluent/locations/OperationStatuses,null
no,Microsoft.Confluent/organizations,null
no,Microsoft.Confluent/checkNameAvailability,null
no,Microsoft.Confluent/agreements,null
no,Microsoft.Confluent/validations,null
no,Microsoft.Confluent/organizations/access,null
no,Microsoft.Confluent/organizations/access/deleteRoleBinding,null
no,Microsoft.Confluent/organizations/environments,null
no,Microsoft.Confluent/organizations/environments/clusters,null
no,Microsoft.Confluent/organizations/environments/schemaRegistryClusters,null
no,Microsoft.Confluent/organizations/environments/clusters/createAPIKey,null
no,Microsoft.Confluent/organizations/apiKeys,null
no,Microsoft.Confluent/organizations/listRegions,null
no,Microsoft.ConnectedCache/cacheNodes,null
no,Microsoft.ConnectedCache/enterpriseCustomers,null
no,Microsoft.ConnectedCache/Operations,null
no,Microsoft.ConnectedCache/locations,null
no,Microsoft.ConnectedCache/locations/operationstatuses,null
no,Microsoft.ConnectedCache/ispCustomers,null
no,Microsoft.ConnectedCache/ispCustomers/ispCacheNodes,null
no,Microsoft.ConnectedCache/enterpriseMccCustomers,null
no,Microsoft.ConnectedCache/enterpriseMccCustomers/enterpriseMccCacheNodes,null
no,Microsoft.ConnectedCache/registeredSubscriptions,null
no,Microsoft.ConnectedCredentials/locations,null
no,Microsoft.ConnectedCredentials/locations/operationstatuses,null
no,Microsoft.ConnectedCredentials/credentials,null
no,Microsoft.ConnectedCredentials/operations,null
no,microsoft.connectedopenstack/operations,null
no,microsoft.connectedopenstack/locations,null
no,microsoft.connectedopenstack/locations/operationStatuses,null
no,Microsoft.ConnectedVehicle/locations,null
no,Microsoft.ConnectedVehicle/operations,null
no,Microsoft.ConnectedVehicle/Locations/OperationStatuses,null
no,Microsoft.ConnectedVehicle/checkNameAvailability,null
no,Microsoft.ConnectedVehicle/registeredSubscriptions,null
no,Microsoft.ConnectedVMwarevSphere/locations,null
no,Microsoft.ConnectedVMwarevSphere/locations/operationstatuses,null
no,Microsoft.ConnectedVMwarevSphere/VCenters,null
no,Microsoft.ConnectedVMwarevSphere/resourcepools,null
no,Microsoft.ConnectedVMwarevSphere/virtualnetworks,null
no,Microsoft.ConnectedVMwarevSphere/virtualmachinetemplates,null
no,Microsoft.ConnectedVMwarevSphere/operations,null
no,Microsoft.ConnectedVMwarevSphere/virtualmachines,null
no,Microsoft.ConnectedVMwarevSphere/vcenters/inventoryitems,null
no,Microsoft.ConnectedVMwarevSphere/virtualmachines/hybrididentitymetadata,null
no,Microsoft.ConnectedVMwarevSphere/virtualmachines/extensions,null
no,Microsoft.ConnectedVMwarevSphere/virtualmachines/guestagents,null
no,Microsoft.ConnectedVMwarevSphere/clusters,null
no,Microsoft.ConnectedVMwarevSphere/datastores,null
no,Microsoft.ConnectedVMwarevSphere/hosts,null
no,Microsoft.ConnectedVMwarevSphere/virtualmachineinstances,null
no,Microsoft.Consumption/Forecasts,null
no,Microsoft.Consumption/AggregatedCost,null
no,Microsoft.Consumption/tenants,null
no,Microsoft.Consumption/ReservationRecommendations,null
no,Microsoft.Consumption/ReservationRecommendationDetails,null
no,Microsoft.Consumption/ReservationSummaries,null
no,Microsoft.Consumption/ReservationTransactions,null
no,Microsoft.Consumption/Balances,null
no,Microsoft.Consumption/Marketplaces,null
no,Microsoft.Consumption/Pricesheets,null
no,Microsoft.Consumption/ReservationDetails,null
no,Microsoft.Consumption/Budgets,null
no,Microsoft.Consumption/CostTags,null
no,Microsoft.Consumption/Tags,null
no,Microsoft.Consumption/Terms,null
no,Microsoft.Consumption/UsageDetails,null
no,Microsoft.Consumption/Charges,null
no,Microsoft.Consumption/credits,null
no,Microsoft.Consumption/events,null
no,Microsoft.Consumption/lots,null
no,Microsoft.Consumption/products,null
no,Microsoft.Consumption/OperationStatus,null
no,Microsoft.Consumption/OperationResults,null
no,Microsoft.Consumption/Operations,null
yes,Microsoft.ContainerInstance/containerGroups,Container Instance Container Groups
no,Microsoft.ContainerInstance/serviceAssociationLinks,null
no,Microsoft.ContainerInstance/locations,null
no,Microsoft.ContainerInstance/locations/capabilities,null
no,Microsoft.ContainerInstance/locations/usages,null
no,Microsoft.ContainerInstance/locations/operations,null
no,Microsoft.ContainerInstance/locations/operationresults,null
no,Microsoft.ContainerInstance/operations,null
no,Microsoft.ContainerInstance/locations/cachedImages,null
no,Microsoft.ContainerInstance/locations/validateDeleteVirtualNetworkOrSubnets,null
no,Microsoft.ContainerInstance/locations/deleteVirtualNetworkOrSubnets,null
yes,Microsoft.ContainerRegistry/registries,Container Registry
no,Microsoft.ContainerRegistry/registries/cacheRules,null
no,Microsoft.ContainerRegistry/registries/credentialSets,null
no,Microsoft.ContainerRegistry/registries/connectedRegistries,null
no,Microsoft.ContainerRegistry/registries/connectedRegistries/deactivate,null
no,Microsoft.ContainerRegistry/registries/scopeMaps,null
no,Microsoft.ContainerRegistry/registries/tokens,null
no,Microsoft.ContainerRegistry/registries/generateCredentials,null
no,Microsoft.ContainerRegistry/registries/privateEndpointConnections,null
no,Microsoft.ContainerRegistry/registries/privateEndpointConnectionProxies,null
no,Microsoft.ContainerRegistry/registries/privateEndpointConnectionProxies/validate,null
no,Microsoft.ContainerRegistry/registries/privateLinkResources,null
no,Microsoft.ContainerRegistry/registries/importImage,null
no,Microsoft.ContainerRegistry/registries/exportPipelines,null
no,Microsoft.ContainerRegistry/registries/importPipelines,null
no,Microsoft.ContainerRegistry/registries/pipelineRuns,null
no,Microsoft.ContainerRegistry/registries/listBuildSourceUploadUrl,null
no,Microsoft.ContainerRegistry/registries/scheduleRun,null
no,Microsoft.ContainerRegistry/registries/runs,null
no,Microsoft.ContainerRegistry/registries/taskRuns,null
no,Microsoft.ContainerRegistry/registries/taskRuns/listDetails,null
no,Microsoft.ContainerRegistry/registries/agentPools,null
no,Microsoft.ContainerRegistry/registries/agentPoolsOperationResults,null
no,Microsoft.ContainerRegistry/registries/agentPools/listQueueStatus,null
no,Microsoft.ContainerRegistry/registries/runs/listLogSasUrl,null
no,Microsoft.ContainerRegistry/registries/runs/cancel,null
no,Microsoft.ContainerRegistry/registries/tasks,null
no,Microsoft.ContainerRegistry/registries/tasks/listDetails,null
no,Microsoft.ContainerRegistry/registries/replications,null
no,Microsoft.ContainerRegistry/registries/webhooks,null
no,Microsoft.ContainerRegistry/registries/webhooks/ping,null
no,Microsoft.ContainerRegistry/registries/webhooks/getCallbackConfig,null
no,Microsoft.ContainerRegistry/registries/webhooks/listEvents,null
no,Microsoft.ContainerRegistry/locations/operationResults,null
no,Microsoft.ContainerRegistry/locations/deleteVirtualNetworkOrSubnets,null
no,Microsoft.ContainerRegistry/registries/listCredentials,null
no,Microsoft.ContainerRegistry/registries/regenerateCredential,null
no,Microsoft.ContainerRegistry/registries/listUsages,null
no,Microsoft.ContainerRegistry/registries/listPolicies,null
no,Microsoft.ContainerRegistry/registries/updatePolicies,null
no,Microsoft.ContainerRegistry/registries/eventGridFilters,null
no,Microsoft.ContainerRegistry/checkNameAvailability,null
no,Microsoft.ContainerRegistry/operations,null
no,Microsoft.ContainerRegistry/locations,null
no,Microsoft.ContainerService/ManagedClusters/eventGridFilters,null
no,Microsoft.ContainerService/fleetMemberships,null
yes,Microsoft.ContainerService/fleets,Kubernetes fleet manager | PREVIEW
no,Microsoft.ContainerService/fleets/members,null
no,Microsoft.ContainerService/fleets/updateRuns,null
no,Microsoft.ContainerService/fleets/updateStrategies,null
no,Microsoft.ContainerService/locations,null
no,Microsoft.ContainerService/locations/notifyNetworkSecurityPerimeterUpdatesAvailable,null
no,Microsoft.ContainerService/locations/operationresults,null
no,Microsoft.ContainerService/locations/operations,null
no,Microsoft.ContainerService/locations/orchestrators,null
no,Microsoft.ContainerService/locations/kubernetesVersions,null
no,Microsoft.ContainerService/locations/nodeImageVersions,null
no,Microsoft.ContainerService/locations/usages,null
no,Microsoft.ContainerService/locations/osOptions,null
no,Microsoft.ContainerService/locations/safeguardsVersions,null
no,Microsoft.ContainerService/locations/guardrailsVersions,null
no,Microsoft.ContainerService/locations/trustedAccessRoles,null
no,Microsoft.ContainerService/locations/meshRevisionProfiles,null
yes,Microsoft.ContainerService/managedClusters,Aks
no,Microsoft.ContainerService/managedclustersnapshots,null
no,Microsoft.ContainerService/operations,null
no,Microsoft.ContainerService/snapshots,null
no,Microsoft.CostManagement/Connectors,null
no,Microsoft.CostManagement/CloudConnectors,null
no,Microsoft.CostManagement/CheckConnectorEligibility,null
no,Microsoft.CostManagement/ExternalBillingAccounts,null
no,Microsoft.CostManagement/ExternalBillingAccounts/Dimensions,null
no,Microsoft.CostManagement/ExternalBillingAccounts/Query,null
no,Microsoft.CostManagement/ExternalSubscriptions/Dimensions,null
no,Microsoft.CostManagement/ExternalSubscriptions/Query,null
no,Microsoft.CostManagement/ExternalSubscriptions,null
no,Microsoft.CostManagement/Forecast,null
no,Microsoft.CostManagement/ExternalSubscriptions/Forecast,null
no,Microsoft.CostManagement/ExternalBillingAccounts/Forecast,null
no,Microsoft.CostManagement/Settings,null
no,Microsoft.CostManagement/operations,null
no,Microsoft.CostManagement/register,null
no,Microsoft.CostManagement/Query,null
no,Microsoft.CostManagement/Dimensions,null
no,Microsoft.CostManagement/Budgets,null
no,Microsoft.CostManagement/ExternalSubscriptions/Alerts,null
no,Microsoft.CostManagement/ExternalBillingAccounts/Alerts,null
no,Microsoft.CostManagement/Alerts,null
no,Microsoft.CostManagement/showbackRules,null
no,Microsoft.CostManagement/costAllocationRules,null
no,Microsoft.CostManagement/Exports,null
no,Microsoft.CostManagement/Reports,null
no,Microsoft.CostManagement/Reportconfigs,null
no,Microsoft.CostManagement/BillingAccounts,null
no,Microsoft.CostManagement/Departments,null
no,Microsoft.CostManagement/EnrollmentAccounts,null
no,Microsoft.CostManagement/Views,null
no,Microsoft.CostManagement/Publish,null
no,Microsoft.CostManagement/ScheduledActions,null
no,Microsoft.CostManagement/CheckNameAvailability,null
no,Microsoft.CostManagement/BenefitUtilizationSummaries,null
no,Microsoft.CostManagement/BenefitRecommendations,null
no,Microsoft.CostManagement/Insights,null
no,Microsoft.CostManagement/fetchPrices,null
no,Microsoft.CostManagement/fetchMicrosoftPrices,null
no,Microsoft.CostManagement/fetchMarketplacePrices,null
no,Microsoft.CostManagement/calculatePrice,null
no,Microsoft.CostManagement/CalculateCost,null
no,Microsoft.CostManagement/GenerateBenefitUtilizationSummariesReport,null
no,Microsoft.CostManagement/BenefitUtilizationSummariesOperationResults,null
no,Microsoft.CostManagement/GenerateReservationDetailsReport,null
no,Microsoft.CostManagement/ReservationDetailsOperationResults,null
no,Microsoft.CostManagement/GenerateDetailedCostReport,null
no,Microsoft.CostManagement/GenerateCostDetailsReport,null
no,Microsoft.CostManagement/CostDetailsOperationResults,null
no,Microsoft.CostManagement/OperationStatus,null
no,Microsoft.CostManagement/OperationResults,null
no,Microsoft.CostManagement/Pricesheets,null
no,Microsoft.CostManagement/MarkupRules,null
no,Microsoft.CostManagement/StartConversation,null
no,Microsoft.CostManagement/SendMessage,null
no,Microsoft.CostManagementExports/Operations,null
no,Microsoft.CustomerLockbox/operations,null
no,Microsoft.CustomerLockbox/TenantOptedIn,null
no,Microsoft.CustomerLockbox/EnableLockbox,null
no,Microsoft.CustomerLockbox/DisableLockbox,null
no,Microsoft.CustomerLockbox/requests,null
no,Microsoft.CustomProviders/resourceProviders,null
no,Microsoft.CustomProviders/resourceProviders/operationResults,null
no,Microsoft.CustomProviders/resourceProviders/operationStatuses,null
no,Microsoft.CustomProviders/associations,null
no,Microsoft.CustomProviders/operations,null
no,Microsoft.CustomProviders/locations,null
no,Microsoft.CustomProviders/locations/operationStatuses,null
no,Microsoft.CustomProviders/locations/operationResults,null
no,Microsoft.D365CustomerInsights/instances,null
no,Microsoft.D365CustomerInsights/operations,null
no,Microsoft.DatabaseWatcher/watchers,null
no,Microsoft.DatabaseWatcher/watchers/targets,null
no,Microsoft.DatabaseWatcher/locations,null
no,Microsoft.DatabaseWatcher/locations/operationStatuses,null
no,Microsoft.DatabaseWatcher/operations,null
no,Microsoft.DatabaseWatcher/watchers/sharedPrivateLinkResources,null
yes,Microsoft.DataBox/jobs,DataBox Jobs
no,Microsoft.DataBox/locations,null
no,Microsoft.DataBox/locations/validateAddress,null
no,Microsoft.DataBox/locations/checkNameAvailability,null
no,Microsoft.DataBox/locations/operationresults,null
no,Microsoft.DataBox/operations,null
no,Microsoft.DataBox/locations/availableSkus,null
no,Microsoft.DataBox/locations/validateInputs,null
no,Microsoft.DataBox/locations/regionConfiguration,null
no,Microsoft.DataBox/jobs/eventGridFilters,null
yes,Microsoft.DataBoxEdge/DataBoxEdgeDevices,DataBox Edge Devices
no,Microsoft.DataBoxEdge/DataBoxEdgeDevices/checkNameAvailability,null
no,Microsoft.DataBoxEdge/operations,null
no,Microsoft.DataBoxEdge/availableSkus,null
yes,Microsoft.Databricks/workspaces,Databricks
no,Microsoft.Databricks/accessConnectors,null
no,Microsoft.Databricks/workspaces/virtualNetworkPeerings,null
no,Microsoft.Databricks/workspaces/dbWorkspaces,null
no,Microsoft.Databricks/operations,null
no,Microsoft.Databricks/locations,null
no,Microsoft.Databricks/locations/operationstatuses,null
no,Microsoft.Databricks/locations/getNetworkPolicies,null
no,Microsoft.DataCatalog/catalogs,null
no,Microsoft.DataCatalog/checkNameAvailability,null
no,Microsoft.DataCatalog/operations,null
no,Microsoft.DataCatalog/locations,null
no,Microsoft.DataCatalog/locations/jobs,null
no,Microsoft.Datadog/registeredSubscriptions,null
no,Microsoft.Datadog/locations,null
no,Microsoft.Datadog/locations/operationStatuses,null
no,Microsoft.Datadog/operations,null
no,Microsoft.Datadog/monitors,null
no,Microsoft.Datadog/monitors/tagRules,null
no,Microsoft.Datadog/monitors/listMonitoredResources,null
no,Microsoft.Datadog/monitors/listApiKeys,null
no,Microsoft.Datadog/monitors/getDefaultKey,null
no,Microsoft.Datadog/monitors/setDefaultKey,null
no,Microsoft.Datadog/monitors/singleSignOnConfigurations,null
no,Microsoft.Datadog/monitors/listHosts,null
no,Microsoft.Datadog/monitors/listLinkedResources,null
no,Microsoft.Datadog/monitors/refreshSetPasswordLink,null
no,Microsoft.Datadog/agreements,null
no,Microsoft.Datadog/monitors/monitoredSubscriptions,null
no,Microsoft.Datadog/subscriptionStatuses,null
yes,Microsoft.DataLakeAnalytics/accounts,Data lake analytics account
no,Microsoft.DataLakeAnalytics/accounts/dataLakeStoreAccounts,null
no,Microsoft.DataLakeAnalytics/accounts/storageAccounts,null
no,Microsoft.DataLakeAnalytics/accounts/storageAccounts/containers,null
no,Microsoft.DataLakeAnalytics/accounts/storageAccounts/containers/listSasTokens,null
no,Microsoft.DataLakeAnalytics/locations,null
no,Microsoft.DataLakeAnalytics/locations/operationresults,null
no,Microsoft.DataLakeAnalytics/locations/checkNameAvailability,null
no,Microsoft.DataLakeAnalytics/locations/capability,null
no,Microsoft.DataLakeAnalytics/locations/usages,null
no,Microsoft.DataLakeAnalytics/operations,null
yes,Microsoft.DataLakeStore/accounts,Data lake store account
no,Microsoft.DataLakeStore/accounts/firewallRules,null
no,Microsoft.DataLakeStore/accounts/eventGridFilters,null
no,Microsoft.DataLakeStore/locations,null
no,Microsoft.DataLakeStore/locations/operationresults,null
no,Microsoft.DataLakeStore/locations/checkNameAvailability,null
no,Microsoft.DataLakeStore/locations/capability,null
no,Microsoft.DataLakeStore/locations/usages,null
no,Microsoft.DataLakeStore/locations/deleteVirtualNetworkOrSubnets,null
no,Microsoft.DataLakeStore/operations,null
no,Microsoft.DataMigration/locations,null
no,Microsoft.DataMigration/services,null
no,Microsoft.DataMigration/services/projects,null
no,Microsoft.DataMigration/locations/operationResults,null
no,Microsoft.DataMigration/locations/operationStatuses,null
no,Microsoft.DataMigration/locations/checkNameAvailability,null
no,Microsoft.DataMigration/operations,null
no,Microsoft.DataMigration/migrationServices,null
no,Microsoft.DataMigration/SqlMigrationServices,null
no,Microsoft.DataMigration/DatabaseMigrations,null
no,Microsoft.DataMigration/Locations/OperationTypes,null
no,Microsoft.DataMigration/locations/migrationServiceOperationResults,null
no,Microsoft.DataMigration/Locations/sqlMigrationServiceOperationResults,null
no,Microsoft.DataProtection/BackupVaults,null
no,Microsoft.DataProtection/ResourceGuards,null
no,Microsoft.DataProtection/operations,null
no,Microsoft.DataProtection/locations,null
no,Microsoft.DataProtection/locations/operationResults,null
no,Microsoft.DataProtection/locations/operationStatus,null
no,Microsoft.DataProtection/locations/checkNameAvailability,null
no,Microsoft.DataProtection/locations/checkFeatureSupport,null
no,Microsoft.DataProtection/backupInstances,null
no,Microsoft.DataProtection/locations/fetchSecondaryRecoveryPoints,null
no,Microsoft.DataProtection/locations/fetchCrossRegionRestoreJobs,null
no,Microsoft.DataProtection/locations/fetchCrossRegionRestoreJob,null
no,Microsoft.DataProtection/locations/validateCrossRegionRestore,null
no,Microsoft.DataProtection/locations/crossRegionRestore,null
no,Microsoft.DataReplication/replicationVaults,null
no,Microsoft.DataReplication/replicationFabrics,null
no,Microsoft.DataReplication/operations,null
yes,Microsoft.DataShare/accounts,DataShare Accounts
no,Microsoft.DataShare/accounts/shares,null
no,Microsoft.DataShare/accounts/shares/datasets,null
no,Microsoft.DataShare/accounts/shares/synchronizationSettings,null
no,Microsoft.DataShare/accounts/shares/invitations,null
no,Microsoft.DataShare/accounts/sharesubscriptions,null
no,Microsoft.DataShare/accounts/shares/providersharesubscriptions,null
no,Microsoft.DataShare/accounts/sharesubscriptions/datasetmappings,null
no,Microsoft.DataShare/accounts/sharesubscriptions/triggers,null
no,Microsoft.DataShare/accounts/sharesubscriptions/consumerSourceDataSets,null
no,Microsoft.DataShare/listinvitations,null
no,Microsoft.DataShare/locations,null
no,Microsoft.DataShare/locations/operationResults,null
no,Microsoft.DataShare/locations/registerEmail,null
no,Microsoft.DataShare/locations/activateEmail,null
no,Microsoft.DataShare/locations/rejectInvitation,null
no,Microsoft.DataShare/locations/consumerInvitations,null
no,Microsoft.DataShare/operations,null
no,Microsoft.DBforMariaDB/operations,null
yes,Microsoft.DBforMariaDB/servers,MariaDB server
no,Microsoft.DBforMariaDB/servers/recoverableServers,null
no,Microsoft.DBforMariaDB/servers/virtualNetworkRules,null
no,Microsoft.DBforMariaDB/checkNameAvailability,null
no,Microsoft.DBforMariaDB/locations,null
no,Microsoft.DBforMariaDB/locations/operationResults,null
no,Microsoft.DBforMariaDB/locations/azureAsyncOperation,null
no,Microsoft.DBforMariaDB/locations/performanceTiers,null
no,Microsoft.DBforMariaDB/locations/securityAlertPoliciesAzureAsyncOperation,null
no,Microsoft.DBforMariaDB/locations/privateEndpointConnectionProxyOperationResults,null
no,Microsoft.DBforMariaDB/locations/privateEndpointConnectionProxyAzureAsyncOperation,null
no,Microsoft.DBforMariaDB/locations/privateEndpointConnectionOperationResults,null
no,Microsoft.DBforMariaDB/locations/privateEndpointConnectionAzureAsyncOperation,null
no,Microsoft.DBforMariaDB/locations/securityAlertPoliciesOperationResults,null
no,Microsoft.DBforMariaDB/locations/recommendedActionSessionsAzureAsyncOperation,null
no,Microsoft.DBforMariaDB/locations/recommendedActionSessionsOperationResults,null
no,Microsoft.DBforMariaDB/servers/topQueryStatistics,null
no,Microsoft.DBforMariaDB/servers/queryTexts,null
no,Microsoft.DBforMariaDB/servers/waitStatistics,null
no,Microsoft.DBforMariaDB/servers/resetQueryPerformanceInsightData,null
no,Microsoft.DBforMariaDB/servers/advisors,null
no,Microsoft.DBforMariaDB/servers/privateLinkResources,null
no,Microsoft.DBforMariaDB/servers/privateEndpointConnections,null
no,Microsoft.DBforMariaDB/servers/privateEndpointConnectionProxies,null
no,Microsoft.DBforMariaDB/servers/keys,null
no,Microsoft.DBforMariaDB/locations/serverKeyAzureAsyncOperation,null
no,Microsoft.DBforMariaDB/locations/serverKeyOperationResults,null
no,Microsoft.DBforMariaDB/servers/start,null
no,Microsoft.DBforMariaDB/servers/stop,null
no,Microsoft.DBforMySQL/operations,null
yes,Microsoft.DBforMySQL/servers,MySQL server
yes,Microsoft.DBforMySQL/flexibleServers,Db For Mysql
no,Microsoft.DBforMySQL/servers/recoverableServers,null
no,Microsoft.DBforMySQL/servers/virtualNetworkRules,null
no,Microsoft.DBforMySQL/locations/capabilities,null
no,Microsoft.DBforMySQL/locations/capabilitySets,null
no,Microsoft.DBforMySQL/locations/checkNameAvailability,null
no,Microsoft.DBforMySQL/checkNameAvailability,null
no,Microsoft.DBforMySQL/assessForMigration,null
no,Microsoft.DBforMySQL/getPrivateDnsZoneSuffix,null
no,Microsoft.DBforMySQL/locations/checkVirtualNetworkSubnetUsage,null
no,Microsoft.DBforMySQL/locations/listMigrations,null
no,Microsoft.DBforMySQL/locations/updateMigration,null
no,Microsoft.DBforMySQL/locations,null
no,Microsoft.DBforMySQL/locations/operationResults,null
no,Microsoft.DBforMySQL/locations/operationProgress,null
no,Microsoft.DBforMySQL/locations/azureAsyncOperation,null
no,Microsoft.DBforMySQL/locations/administratorOperationResults,null
no,Microsoft.DBforMySQL/locations/administratorAzureAsyncOperation,null
no,Microsoft.DBforMySQL/locations/privateEndpointConnectionProxyOperationResults,null
no,Microsoft.DBforMySQL/locations/privateEndpointConnectionProxyAzureAsyncOperation,null
no,Microsoft.DBforMySQL/locations/privateEndpointConnectionOperationResults,null
no,Microsoft.DBforMySQL/locations/privateEndpointConnectionAzureAsyncOperation,null
no,Microsoft.DBforMySQL/locations/performanceTiers,null
no,Microsoft.DBforMySQL/locations/securityAlertPoliciesAzureAsyncOperation,null
no,Microsoft.DBforMySQL/locations/securityAlertPoliciesOperationResults,null
no,Microsoft.DBforMySQL/locations/recommendedActionSessionsAzureAsyncOperation,null
no,Microsoft.DBforMySQL/locations/recommendedActionSessionsOperationResults,null
no,Microsoft.DBforMySQL/servers/topQueryStatistics,null
no,Microsoft.DBforMySQL/servers/queryTexts,null
no,Microsoft.DBforMySQL/servers/waitStatistics,null
no,Microsoft.DBforMySQL/servers/resetQueryPerformanceInsightData,null
no,Microsoft.DBforMySQL/servers/advisors,null
no,Microsoft.DBforMySQL/servers/privateLinkResources,null
no,Microsoft.DBforMySQL/servers/privateEndpointConnections,null
no,Microsoft.DBforMySQL/servers/privateEndpointConnectionProxies,null
no,Microsoft.DBforMySQL/servers/keys,null
no,Microsoft.DBforMySQL/locations/serverKeyAzureAsyncOperation,null
no,Microsoft.DBforMySQL/locations/serverKeyOperationResults,null
no,Microsoft.DBforMySQL/servers/upgrade,null
no,Microsoft.DBforPostgreSQL/operations,null
yes,Microsoft.DBforPostgreSQL/servers,PostgreSQL server
yes,Microsoft.DBforPostgreSQL/serverGroupsv2,Hyperscale (Citus) server group
yes,Microsoft.DBforPostgreSQL/flexibleServers,Db For Postgresql
no,Microsoft.DBforPostgreSQL/locations/capabilities,null
no,Microsoft.DBforPostgreSQL/locations/checkNameAvailability,null
no,Microsoft.DBforPostgreSQL/servers/recoverableServers,null
no,Microsoft.DBforPostgreSQL/servers/virtualNetworkRules,null
no,Microsoft.DBforPostgreSQL/checkNameAvailability,null
no,Microsoft.DBforPostgreSQL/availableEngineVersions,null
no,Microsoft.DBforPostgreSQL/getPrivateDnsZoneSuffix,null
