AMBAinScope,ResourceType,FriendlyName
no,Microsoft.AzureStackHCI/clusters/publishers,null
no,Microsoft.AzureStackHCI/clusters/offers,null
no,Microsoft.AzureStackHCI/clusters/publishers/offers,null
no,Microsoft.AzureStackHCI/clusters/publishers/offers/skus,null
no,Microsoft.AzureStackHCI/marketplaceGalleryImages,null
no,Microsoft.AzureStackHCI/storageContainers,null
no,Microsoft.AzureStackHCI/clusters/updates,null
no,Microsoft.AzureStackHCI/clusters/updates/updateRuns,null
no,Microsoft.AzureStackHCI/clusters/updateSummaries,null
no,Microsoft.AzureStackHCI/registeredSubscriptions,null
No,Microsoft.AzureStackHCI/virtualMachineInstances,Azure Stack HCI Virtual Machine Instances
no,Microsoft.AzureStackHCI/clusters/deploymentSettings,null
no,Microsoft.AzureStackHCI/edgeDevices,null
no,Microsoft.AzureStackHCI/logicalNetworks,null
no,Microsoft.AzureStackHCI/clusters/securitySettings,null
no,Microsoft.BackupSolutions/VMwareApplications,null
no,Microsoft.BackupSolutions/locations,null
no,Microsoft.BackupSolutions/locations/operationstatuses,null
no,Microsoft.BackupSolutions/operations,null
no,Microsoft.BareMetal/bareMetalConnections,null
no,Microsoft.BareMetal/operations,null
no,Microsoft.BareMetal/locations,null
no,Microsoft.BareMetal/locations/operationResults,null
no,Microsoft.BareMetal/utilization,null
yes,Microsoft.BareMetalInfrastructure/bareMetalInstances,Baremetal Instances
yes,Microsoft.BareMetalInfrastructure/bareMetalStorageInstances,Baremetal Storage Instances
no,Microsoft.BareMetalInfrastructure/locations,null
no,Microsoft.BareMetalInfrastructure/locations/operationsStatus,null
no,Microsoft.BareMetalInfrastructure/operations,null
yes,Microsoft.Batch/batchAccounts,Batch Accounts
no,Microsoft.Batch/batchAccounts/pools,null
no,Microsoft.Batch/batchAccounts/detectors,null
no,Microsoft.Batch/batchAccounts/certificates,null
no,Microsoft.Batch/batchAccounts/operationResults,null
no,Microsoft.Batch/batchAccounts/poolOperationResults,null
no,Microsoft.Batch/batchAccounts/certificateOperationResults,null
no,Microsoft.Batch/batchAccounts/privateEndpointConnectionProxyResults,null
no,Microsoft.Batch/batchAccounts/privateEndpointConnectionResults,null
no,Microsoft.Batch/operations,null
no,Microsoft.Batch/locations,null
no,Microsoft.Batch/locations/quotas,null
no,Microsoft.Batch/locations/checkNameAvailability,null
no,Microsoft.Batch/locations/accountOperationResults,null
no,Microsoft.Batch/locations/virtualMachineSkus,null
no,Microsoft.Batch/locations/cloudServiceSkus,null
no,Microsoft.Billing/billingPeriods,null
no,Microsoft.Billing/invoices,null
no,Microsoft.Billing/enrollmentAccounts,null
no,Microsoft.Billing/permissionRequests,null
no,Microsoft.Billing/billingAccounts/permissionRequests,null
no,Microsoft.Billing/billingAccounts/associatedTenants,null
no,Microsoft.Billing/billingRoleDefinitions,null
no,Microsoft.Billing/billingRoleAssignments,null
no,Microsoft.Billing/createBillingRoleAssignment,null
no,Microsoft.Billing/billingAccounts/createBillingRoleAssignment,null
no,Microsoft.Billing/billingAccounts/signAgreement,null
no,Microsoft.Billing/billingAccounts/previewAgreements,null
no,Microsoft.Billing/billingAccounts/billingProfiles/createBillingRoleAssignment,null
no,Microsoft.Billing/billingAccounts/billingProfiles/invoiceSections/createBillingRoleAssignment,null
no,Microsoft.Billing/billingAccounts/customers/createBillingRoleAssignment,null
no,Microsoft.Billing/billingPermissions,null
no,Microsoft.Billing/billingAccounts/billingRoleDefinitions,null
no,Microsoft.Billing/billingAccounts/billingRoleAssignments,null
no,Microsoft.Billing/billingAccounts/billingPermissions,null
no,Microsoft.Billing/billingAccounts,null
no,Microsoft.Billing/billingAccounts/billingProfilesSummaries,null
no,Microsoft.Billing/billingAccounts/billingProfiles/billingRoleDefinitions,null
no,Microsoft.Billing/billingAccounts/billingProfiles/billingRoleAssignments,null
no,Microsoft.Billing/billingAccounts/billingProfiles/billingPermissions,null
no,Microsoft.Billing/billingAccounts/customers,null
no,Microsoft.Billing/billingAccounts/billingProfiles/customers,null
no,Microsoft.Billing/billingAccounts/billingProfiles/instructions,null
no,Microsoft.Billing/billingAccounts/customers/billingSubscriptions,null
no,Microsoft.Billing/billingAccounts/customers/products,null
no,Microsoft.Billing/billingAccounts/customers/transactions,null
no,Microsoft.Billing/billingAccounts/invoiceSections,null
no,Microsoft.Billing/billingAccounts/billingProfiles/invoiceSections,null
no,Microsoft.Billing/billingAccounts/billingProfiles/invoiceSections/billingRoleDefinitions,null
no,Microsoft.Billing/billingAccounts/billingProfiles/invoiceSections/billingRoleAssignments,null
no,Microsoft.Billing/billingAccounts/billingProfiles/invoiceSections/billingPermissions,null
no,Microsoft.Billing/billingAccounts/customers/billingRoleDefinitions,null
no,Microsoft.Billing/billingAccounts/billingProfiles/customers/billingRoleDefinitions,null
no,Microsoft.Billing/billingAccounts/customers/billingRoleAssignments,null
no,Microsoft.Billing/billingAccounts/billingProfiles/customers/billingRoleAssignments,null
no,Microsoft.Billing/billingAccounts/customers/billingPermissions,null
no,Microsoft.Billing/billingAccounts/billingProfiles/customers/billingPermissions,null
no,Microsoft.Billing/billingAccounts/invoiceSections/elevate,null
no,Microsoft.Billing/billingAccounts/createInvoiceSectionOperations,null
no,Microsoft.Billing/billingAccounts/patchOperations,null
no,Microsoft.Billing/billingAccounts/invoiceSections/patchOperations,null
no,Microsoft.Billing/billingAccounts/invoiceSections/productMoveOperations,null
no,Microsoft.Billing/billingAccounts/invoiceSections/billingSubscriptionMoveOperations,null
no,Microsoft.Billing/billingAccounts/listInvoiceSectionsWithCreateSubscriptionPermission,null
no,Microsoft.Billing/billingAccounts/billingProfiles,null
no,Microsoft.Billing/billingAccounts/BillingProfiles/patchOperations,null
no,Microsoft.Billing/departments,null
no,Microsoft.Billing/billingAccounts/departments,null
no,Microsoft.Billing/billingAccounts/billingProfiles/departments,null
no,Microsoft.Billing/billingAccounts/notificationContacts,null
no,Microsoft.Billing/billingAccounts/billingProfiles/notificationContacts,null
no,Microsoft.Billing/billingAccounts/departments/billingRoleDefinitions,null
no,Microsoft.Billing/billingAccounts/billingProfiles/departments/billingRoleDefinitions,null
no,Microsoft.Billing/billingAccounts/departments/billingRoleAssignments,null
no,Microsoft.Billing/billingAccounts/billingProfiles/departments/billingRoleAssignments,null
no,Microsoft.Billing/billingAccounts/departments/billingPermissions,null
no,Microsoft.Billing/billingAccounts/billingProfiles/departments/billingPermissions,null
no,Microsoft.Billing/billingAccounts/enrollmentAccounts,null
no,Microsoft.Billing/billingAccounts/departments/enrollmentAccounts,null
no,Microsoft.Billing/billingAccounts/billingProfiles/enrollmentAccounts,null
no,Microsoft.Billing/billingAccounts/billingProfiles/departments/enrollmentAccounts,null
no,Microsoft.Billing/billingAccounts/enrollmentAccounts/billingRoleDefinitions,null
no,Microsoft.Billing/billingAccounts/enrollmentAccounts/billingRoleAssignments,null
no,Microsoft.Billing/billingAccounts/enrollmentAccounts/billingPermissions,null
no,Microsoft.Billing/billingAccounts/billingProfiles/enrollmentAccounts/billingPermissions,null
no,Microsoft.Billing/billingAccounts/enrollmentAccounts/billingSubscriptions,null
no,Microsoft.Billing/billingAccounts/departments/billingSubscriptions,null
no,Microsoft.Billing/billingAccounts/billingProfiles/paymentMethods,null
no,Microsoft.Billing/billingAccounts/availableBalance,null
no,Microsoft.Billing/billingAccounts/billingProfiles/availableBalance,null
no,Microsoft.Billing/billingAccounts/invoices,null
no,Microsoft.Billing/billingAccounts/billingProfiles/invoices,null
no,Microsoft.Billing/billingAccounts/transactions,null
no,Microsoft.Billing/billingAccounts/billingProfiles/transactions,null
no,Microsoft.Billing/billingAccounts/invoiceSections/transactions,null
no,Microsoft.Billing/billingAccounts/billingProfiles/invoiceSections/transactions,null
no,Microsoft.Billing/billingAccounts/billingProfiles/invoices/transactions,null
no,Microsoft.Billing/billingAccounts/invoices/transactions,null
no,Microsoft.Billing/billingAccounts/invoices/summary,null
no,Microsoft.Billing/billingAccounts/billingProfiles/validateDeleteBillingProfileEligibility,null
no,Microsoft.Billing/billingAccounts/billingProfiles/invoiceSections/validateDeleteInvoiceSectionEligibility,null
no,Microsoft.Billing/billingAccounts/invoices/transactionSummary,null
no,Microsoft.Billing/billingAccounts/billingSubscriptions,null
no,Microsoft.Billing/billingAccounts/billingSubscriptionAliases,null
no,Microsoft.Billing/billingAccounts/billingSubscriptions/invoices,null
no,Microsoft.Billing/billingAccounts/billingSubscriptions/policies,null
no,Microsoft.Billing/billingAccounts/billingProfiles/billingSubscriptions,null
no,Microsoft.Billing/billingAccounts/billingProfiles/departments/billingSubscriptions,null
no,Microsoft.Billing/billingAccounts/billingProfiles/enrollmentAccounts/billingSubscriptions,null
no,Microsoft.Billing/billingAccounts/invoiceSections/billingSubscriptions,null
no,Microsoft.Billing/billingAccounts/billingProfiles/invoiceSections/billingSubscriptions,null
no,Microsoft.Billing/billingAccounts/invoiceSections/products,null
no,Microsoft.Billing/billingAccounts/billingProfiles/invoiceSections/products,null
no,Microsoft.Billing/billingAccounts/invoiceSections/products/updateAutoRenew,null
no,Microsoft.Billing/billingAccounts/billingProfiles/invoiceSections/products/updateAutoRenew,null
no,Microsoft.Billing/billingAccounts/billingProfiles/products,null
no,Microsoft.Billing/billingAccounts/products,null
no,Microsoft.Billing/operations,null
no,Microsoft.Billing/billingAccounts/invoiceSections/initiateTransfer,null
no,Microsoft.Billing/billingAccounts/billingProfiles/invoiceSections/initiateTransfer,null
no,Microsoft.Billing/billingAccounts/invoiceSections/transfers,null
no,Microsoft.Billing/billingAccounts/billingProfiles/invoiceSections/transfers,null
no,Microsoft.Billing/transfers/acceptTransfer,null
no,Microsoft.Billing/transfers,null
no,Microsoft.Billing/transfers/declineTransfer,null
no,Microsoft.Billing/transfers/validateTransfer,null
no,Microsoft.Billing/billingAccounts/customers/initiateTransfer,null
no,Microsoft.Billing/billingAccounts/customers/transfers,null
no,Microsoft.Billing/billingAccounts/customers/transferSupportedAccounts,null
no,Microsoft.Billing/billingProperty,null
no,Microsoft.Billing/policies,null
no,Microsoft.Billing/billingAccounts/policies,null
no,Microsoft.Billing/billingAccounts/billingProfiles/policies,null
no,Microsoft.Billing/billingAccounts/customers/policies,null
no,Microsoft.Billing/billingAccounts/billingProfiles/invoices/pricesheet,null
no,Microsoft.Billing/billingAccounts/billingProfiles/pricesheet,null
no,Microsoft.Billing/billingAccounts/invoiceSections/billingSubscriptions/transfer,null
no,Microsoft.Billing/billingAccounts/invoiceSections/products/transfer,null
no,Microsoft.Billing/billingAccounts/billingProfiles/invoiceSections/products/transfer,null
no,Microsoft.Billing/billingAccounts/invoiceSections/productTransfersResults,null
no,Microsoft.Billing/billingAccounts/agreements,null
no,Microsoft.Billing/billingAccounts/lineOfCredit,null
no,Microsoft.Billing/billingAccounts/paymentMethods,null
no,Microsoft.Billing/paymentMethods,null
no,Microsoft.Billing/billingAccounts/billingProfiles/paymentMethodLinks,null
no,Microsoft.Billing/billingAccounts/payableOverage,null
no,Microsoft.Billing/billingAccounts/payNow,null
no,Microsoft.Billing/billingAccounts/reservationOrders,null
no,Microsoft.Billing/billingAccounts/reservationOrders/reservations,null
no,Microsoft.Billing/billingAccounts/reservations,null
no,Microsoft.Billing/billingAccounts/billingProfiles/reservations,null
no,Microsoft.Billing/billingAccounts/billingProfiles/validateDetachPaymentMethodEligibility,null
no,Microsoft.Billing/validateAddress,null
no,Microsoft.Billing/promotions,null
no,Microsoft.Billing/promotions/checkeligibility,null
no,Microsoft.Billing/billingAccounts/billingSubscriptions/elevateRole,null
no,Microsoft.Billing/billingAccounts/appliedReservationOrders,null
no,Microsoft.Billing/promotionalCredits,null
no,Microsoft.Billing/billingAccounts/promotionalCredits,null
no,Microsoft.Billing/billingAccounts/savingsPlanOrders/savingsPlans,null
no,Microsoft.Billing/billingAccounts/savingsPlanOrders,null
no,Microsoft.Billing/billingAccounts/savingsPlans,null
no,Microsoft.Billing/billingAccounts/alerts,null
no,Microsoft.Billing/billingAccounts/billingProfiles/alerts,null
no,Microsoft.Billing/billingAccounts/listProductRecommendations,null
no,Microsoft.Billing/billingAccounts/incentiveSchedules,null
no,Microsoft.Billing/billingAccounts/incentiveSchedules/milestones,null
no,Microsoft.Billing/operationStatus,null
no,Microsoft.Billing/transfers/operationStatus,null
no,Microsoft.Billing/operationResults,null
no,Microsoft.Billing/billingAccounts/operationResults,null
no,Microsoft.Billing/billingAccounts/billingProfiles/invoices/operationResults,null
no,Microsoft.Billing/billingAccounts/billingProfiles/pricesheetDownloadOperations,null
no,Microsoft.Billing/billingAccounts/billingSubscriptions/operationResults,null
no,Microsoft.Billing/billingAccounts/billingSubscriptions/invoices/operationResults,null
no,Microsoft.Billing/billingAccounts/enrollmentAccounts/activationStatus,null
no,Microsoft.Billing/billingAccounts/invoices/operationResults,null
no,Microsoft.Billing/promotionalCredits/operationResults,null
no,Microsoft.Billing/billingAccounts/addresses,null
no,Microsoft.BillingBenefits/savingsPlanOrders,null
no,Microsoft.BillingBenefits/savingsPlanOrders/savingsPlans,null
no,Microsoft.BillingBenefits/savingsPlanOrders/return,null
no,Microsoft.BillingBenefits/validate,null
no,Microsoft.BillingBenefits/calculateMigrationCost,null
no,Microsoft.BillingBenefits/operationResults,null
no,Microsoft.BillingBenefits/operations,null
no,Microsoft.BillingBenefits/savingsPlanOrderAliases,null
no,Microsoft.BillingBenefits/reservationOrderAliases,null
no,Microsoft.BillingBenefits/savingsPlans,null
no,Microsoft.BillingBenefits/incentiveSchedules,null
no,Microsoft.BillingBenefits/incentiveSchedules/milestones,null
no,Microsoft.BillingBenefits/maccs,null
no,Microsoft.BillingBenefits/maccs/contributors,null
no,Microsoft.BillingBenefits/listSellerResources,null
no,Microsoft.BillingBenefits/credits,null
no,Microsoft.Bing/locations,null
no,Microsoft.Bing/accounts/skus,null
no,Microsoft.Bing/accounts/usages,null
no,Microsoft.Bing/registeredSubscriptions,null
no,Microsoft.Bing/operations,null
no,Microsoft.Bing/locations/operationStatuses,null
yes,Microsoft.Bing/accounts,Bing Accounts
no,Microsoft.BlockchainTokens/Operations,null
yes,Microsoft.BotService/botServices,Bot Services
no,Microsoft.BotService/botServices/channels,null
no,Microsoft.BotService/botServices/connections,null
no,Microsoft.BotService/listAuthServiceProviders,null
no,Microsoft.BotService/listQnAMakerEndpointKeys,null
no,Microsoft.BotService/hostSettings,null
no,Microsoft.BotService/checkNameAvailability,null
no,Microsoft.BotService/locations,null
no,Microsoft.BotService/locations/notifyNetworkSecurityPerimeterUpdatesAvailable,null
no,Microsoft.BotService/operations,null
no,Microsoft.BotService/botServices/privateEndpointConnectionProxies,null
no,Microsoft.BotService/botServices/privateEndpointConnections,null
no,Microsoft.BotService/botServices/privateLinkResources,null
no,Microsoft.BotService/operationResults,null
yes,Microsoft.Cache/Redis,Redis Cache
no,Microsoft.Cache/Redis/privateEndpointConnectionProxies,null
no,Microsoft.Cache/Redis/privateEndpointConnectionProxies/validate,null
no,Microsoft.Cache/Redis/privateEndpointConnections,null
no,Microsoft.Cache/Redis/privateLinkResources,null
no,Microsoft.Cache/locations/asyncOperations,null
no,Microsoft.Cache/locations,null
no,Microsoft.Cache/locations/operationResults,null
no,Microsoft.Cache/locations/operationsStatus,null
no,Microsoft.Cache/checkNameAvailability,null
no,Microsoft.Cache/operations,null
yes,Microsoft.Cache/redisEnterprise,Redis Cache
no,Microsoft.Cache/RedisEnterprise/privateEndpointConnectionProxies,null
no,Microsoft.Cache/RedisEnterprise/privateEndpointConnectionProxies/validate,null
no,Microsoft.Cache/RedisEnterprise/privateEndpointConnectionProxies/operationresults,null
no,Microsoft.Cache/RedisEnterprise/privateEndpointConnections,null
